regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer
sampled,50,compressed,0.25,compressed@0.25,50,20.439857482910156,2.610699981715871,340.7877197265625,9.899999618530273,0.23904727181598553,8,812,Pope John X,King Guido III of Spoleto
sampled,50,compressed,0.75,compressed@0.75,50,29.555599212646484,5.898102432536035,1739.380615234375,13.5,0.2192572341359238,7,270,Pope John X,King Guido of Spoleto
sampled,51,full,,full,50,10.513991355895996,7.298544375421718,2663.4375,8.0,0.40213479500902216,5,1081,Manchester United,Manchester United F.C.
sampled,51,compressed,0.25,compressed@0.25,50,8.07193374633789,2.832090732133959,401.0368957519531,5.619999885559082,0.3695170460231881,2,810,Manchester United,Manchester United
sampled,51,compressed,0.75,compressed@0.75,50,12.876276969909668,4.300644937099551,924.77734375,6.819999694824219,0.2701781217723202,2,270,Manchester United,Manchester United
sampled,52,full,,full,50,1.0391913652420044,0.13084919448651247,0.8560755848884583,2.319999933242798,0.7330953060769204,1,1073,yes,Yes
sampled,52,compressed,0.25,compressed@0.25,50,1.3933521509170532,0.24004512124295288,2.8810830116271973,2.93999981880188,0.7200009256621186,2,804,yes,Yes.
sampled,52,compressed,0.75,compressed@0.75,50,0.9754137992858887,0.044756573599157044,0.10015754401683807,2.700000047683716,0.7784820260957424,2,268,yes,Yes.
sampled,53,full,,full,50,24.71172332763672,8.721766391297981,3803.46044921875,9.65999984741211,0.16979319443201935,2,1084,"1,693",571 households
sampled,53,compressed,0.25,compressed@0.25,50,20.949779510498047,4.909385940471578,1205.103515625,10.84000015258789,0.2619500306065195,2,813,"1,693",571 households
sampled,53,compressed,0.75,compressed@0.75,50,16.830097198486328,4.407752403436473,971.4140625,8.34000015258789,0.24690068862227948,2,271,"1,693",571 households
sampled,54,full,,full,50,6.892590045928955,3.0718042654623194,471.799072265625,6.319999694824219,0.46956612948204857,4,1084,Australian Supercars Championship,IndyCar Series
sampled,54,compressed,0.25,compressed@0.25,50,2.298053503036499,0.4227789568512146,8.937102317810059,5.480000019073486,0.7477599829696697,4,813,Australian Supercars Championship,IndyCar Series
sampled,54,compressed,0.75,compressed@0.75,50,16.68553924560547,5.9380939258870145,1763.0479736328125,11.300000190734863,0.3593355625447691,7,271,Australian Supercars Championship,IndyCar Series driver's title
sampled,55,full,,full,50,4.1265387535095215,2.439259055781271,297.4992370605469,3.5999999046325684,0.451794684317566,1,1074,no,No
sampled,55,compressed,0.25,compressed@0.25,50,16.54069709777832,4.435270539195932,983.5812377929688,13.219999313354492,0.42010229040422864,2,805,no,No.
sampled,55,compressed,0.75,compressed@0.75,50,8.135404586791992,3.6322020656487606,659.6445922851562,7.5,0.47148356437925326,2,268,no,No.
sampled,56,full,,full,50,29.21628761291504,3.7001715542998816,684.5634765625,15.859999656677246,0.2789083986464387,16,1082,Washington State,There is no information in the given passages about where Mike Leach currently coaches.
sampled,56,compressed,0.25,compressed@0.25,50,52.53535842895508,10.483295864731664,5494.974609375,24.65999984741211,0.22839648805263368,16,811,Washington State,There is no information in the provided passages about where Mike Leach currently coaches.
sampled,56,compressed,0.75,compressed@0.75,50,35.674678802490234,4.65047381868571,1081.3453369140625,23.18000030517578,0.3441171250317138,16,270,Washington State,There is no information in the provided text about where Mike Leach currently coaches.
sampled,57,full,,full,50,0.8680314421653748,0.16331815165723645,1.3336409330368042,5.400000095367432,0.8945620361863469,4,1098,Floyd Casey Stadium,Floyd Casey Stadium
sampled,57,compressed,0.25,compressed@0.25,50,5.7616705894470215,2.914934102224697,424.842041015625,6.799999713897705,0.5558222386557329,4,823,Floyd Casey Stadium,Floyd Casey Stadium
sampled,57,compressed,0.75,compressed@0.75,50,9.445388793945312,3.500797551429353,612.7791748046875,8.5,0.46290170637376266,4,274,Floyd Casey Stadium,Floyd Casey Stadium
sampled,58,full,,full,50,18.886930465698242,6.129003793439844,1878.234375,9.380000114440918,0.24766604372836615,2,1083,2010,2008
sampled,58,compressed,0.25,compressed@0.25,50,28.374860763549805,7.901967095880304,3122.05419921875,11.920000076293945,0.19205063903700298,2,812,2010,2006
sampled,58,compressed,0.75,compressed@0.75,50,37.25075912475586,17.78347031392495,15812.5908203125,11.399999618530273,0.10383677828376305,2,270,2010,2006
sampled,59,full,,full,50,15.312822341918945,3.209233694856628,514.9590454101562,15.839999198913574,0.5116685149421156,15,1073,Sanskrit,There is no information about Gajabrishta in the given passages.
sampled,59,compressed,0.25,compressed@0.25,50,17.8819580078125,2.7618510178722304,381.39105224609375,19.68000030517578,0.5326884606331652,15,804,Sanskrit,There is no information about Gajabrishta in the provided text.
sampled,59,compressed,0.75,compressed@0.75,50,24.696170806884766,4.267312080523069,910.4976196289062,24.559999465942383,0.49808213166374427,19,268,Sanskrit,There is no information about elephants being connected to Gajabrishta in the provided text.
sampled,60,full,,full,50,1.3684518337249756,0.19326332249681977,1.8675355911254883,2.299999952316284,0.6620540589550765,1,1073,English,American
sampled,60,compressed,0.25,compressed@0.25,50,1.4460222721099854,0.26533133036689727,3.520035743713379,2.2200000286102295,0.6366792374289146,1,804,English,American
sampled,60,compressed,0.75,compressed@0.75,50,1.259960651397705,0.17256689737113065,1.488966703414917,2.2200000286102295,0.6747617796114576,1,268,English,American
sampled,61,full,,full,50,8.856891632080078,2.1919085737778348,240.22315979003906,6.259999752044678,0.37505160501900103,1,1077,yes,Yes
sampled,61,compressed,0.25,compressed@0.25,50,12.448673248291016,2.5230491429100352,318.2888488769531,10.380000114440918,0.43548829947109724,2,807,yes,Yes.
sampled,61,compressed,0.75,compressed@0.75,50,20.2994384765625,4.882361729192902,1191.872802734375,15.15999984741211,0.39529096641131645,2,269,yes,Yes.
sampled,62,full,,full,50,39.73680877685547,5.834433792218508,1702.0308837890625,22.34000015258789,0.2914400144213613,25,1085,November,"There is no information about an animated series written by Kent Scott that began in September 2002 on ""Nick on CBS""."
sampled,62,compressed,0.25,compressed@0.25,50,38.58867645263672,5.3557531493595745,1434.20458984375,25.51999855041504,0.35060158847784934,25,813,November,"There is no information about an animated series written by Kent Scott that began in September 2002 on ""Nick on CBS""."
sampled,62,compressed,0.75,compressed@0.75,50,37.63755416870117,5.39482807157698,1455.20849609375,27.459999084472656,0.3867217925565543,25,271,November,"There is no information about an animated series written by Kent Scott that began in September 2002 on ""Nick on CBS""."
sampled,63,full,,full,50,32.099491119384766,5.882893633238663,1730.421875,16.920000076293945,0.26847635858026125,16,1070,Shari Shattuck,No information is available about Pamela Adlon starring in a film called Tainted.
sampled,63,compressed,0.25,compressed@0.25,50,27.261478424072266,6.803602274255161,2314.4501953125,16.520000457763672,0.31859366444790294,12,802,Shari Shattuck,No information is available about the actress starring in Tainted.
sampled,63,compressed,0.75,compressed@0.75,50,22.09821319580078,2.0374019669427885,207.5503387451172,16.65999984741211,0.39875558292420216,17,267,Shari Shattuck,"No information is available about an American actress starring in a film called ""Tainted""."
sampled,64,full,,full,50,28.881635665893555,7.0968602074922895,2518.271240234375,12.9399995803833,0.21286848184141025,1,1082,British,British
sampled,64,compressed,0.25,compressed@0.25,50,30.007131576538086,4.854263791052666,1178.19384765625,15.899999618530273,0.2703235243229312,1,811,British,British
sampled,64,compressed,0.75,compressed@0.75,50,24.266342163085938,5.082922013114725,1291.8048095703125,14.299999237060547,0.3084381019779845,1,270,British,British
sampled,65,full,,full,50,0.2512516975402832,0.12623483132365942,0.7967616319656372,5.039999961853027,0.9660357415267636,4,1072,Vernon Smith,François Englert
sampled,65,compressed,0.25,compressed@0.25,50,0.14773038029670715,0.10466443277412962,0.5477321743965149,5.019999980926514,0.9798084489235982,4,804,Vernon Smith,François Englert
sampled,65,compressed,0.75,compressed@0.75,50,13.778993606567383,6.031769731492574,1819.1123046875,9.199999809265137,0.35411338173619894,4,268,Vernon Smith,François Englert
sampled,66,full,,full,50,17.08766746520996,6.671189953121182,2225.23876953125,8.380000114440918,0.24331529086880604,3,1090,Deftones,Deftones
sampled,66,compressed,0.25,compressed@0.25,50,15.947521209716797,4.150854551277288,861.4796752929688,9.460000038146973,0.3108338481268676,3,817,Deftones,Deftones
sampled,66,compressed,0.75,compressed@0.75,50,18.404281616210938,5.591136129862718,1563.0401611328125,9.319999694824219,0.25442134225938684,3,272,Deftones,Deftones
sampled,67,full,,full,50,36.132015228271484,6.075295171905744,1845.4605712890625,22.939998626708984,0.33562773614752134,23,1082,810,There is no information about the population of the town where The Stelljes House is located in the given passages.
sampled,67,compressed,0.25,compressed@0.25,50,37.12446594238281,4.683451897872711,1096.736083984375,28.68000030517578,0.4076951118480277,23,811,810,There is no information about the population of the town where The Stelljes House is located in the given passages.
sampled,67,compressed,0.75,compressed@0.75,50,51.700897216796875,8.051785819482067,3241.562744140625,32.119998931884766,0.3276853244622198,23,270,810,There is no information about the population of the town where The Stelljes House is located in the provided text.
sampled,68,full,,full,50,4.853938102722168,1.7909282540711866,160.37120056152344,5.579999923706055,0.5471918339304089,2,1074,India,United States
sampled,68,compressed,0.25,compressed@0.25,50,10.648746490478516,1.8670872259947193,174.3007354736328,10.199999809265137,0.48498271116969593,2,805,India,United States
sampled,68,compressed,0.75,compressed@0.75,50,8.956236839294434,2.6374802141215796,347.8150939941406,7.899999618530273,0.45574510829621173,2,268,India,United States
sampled,69,full,,full,50,0.16931502521038055,0.10100873364561017,0.510138213634491,2.0199999809265137,0.943556412172979,1,1074,yes,Yes
sampled,69,compressed,0.25,compressed@0.25,50,0.4307307302951813,0.20976182873805288,2.2000012397766113,2.0199999809265137,0.8626019978642102,1,805,yes,Yes
sampled,69,compressed,0.75,compressed@0.75,50,0.3016223907470703,0.17147900827130405,1.470252513885498,2.0199999809265137,0.9016765975432455,1,268,yes,Yes
sampled,70,full,,full,50,15.879535675048828,1.5234032948884393,116.03787994384766,15.420000076293945,0.4897776093425546,15,1070,"May 5, 1939",There is no information about Erik Watts or his father in the given passages.
sampled,70,compressed,0.25,compressed@0.25,50,12.168200492858887,1.4837795372250862,110.08008575439453,15.579999923706055,0.5819575559774791,15,802,"May 5, 1939",There is no information about Erik Watts or his father in the provided text.
sampled,70,compressed,0.75,compressed@0.75,50,16.38779067993164,3.804478786626445,723.7029418945312,17.059999465942383,0.5138441020350522,14,267,"May 5, 1939",There is no information about Erik Watts' father in the provided text.
sampled,71,full,,full,50,23.00956916809082,7.213554001192824,2601.76806640625,7.819999694824219,0.1300916010997725,2,1083,Philip K. Dick,Robert Stone
sampled,71,compressed,0.25,compressed@0.25,50,26.508392333984375,6.344118292880619,2012.391845703125,10.619999885559082,0.17725740777184798,2,812,Philip K. Dick,Robert Stone
sampled,71,compressed,0.75,compressed@0.75,50,17.499919891357422,7.032531827603058,2472.8251953125,5.639999866485596,0.11640115205985245,2,270,Philip K. Dick,Robert Stone
sampled,72,full,,full,50,2.8676910400390625,1.3157729838090897,86.56292724609375,3.679999828338623,0.5826640042622705,2,1082,821,7734
sampled,72,compressed,0.25,compressed@0.25,50,5.448949337005615,2.580066267241866,332.83709716796875,3.819999933242798,0.3720512943552668,1,811,821,773
sampled,72,compressed,0.75,compressed@0.75,50,6.627010345458984,2.61547845318261,342.036376953125,4.799999713897705,0.38405178459388656,1,270,821,773
sampled,73,full,,full,50,0.5333501696586609,0.12155312313208601,0.7387580871582031,3.119999885559082,0.8882603050712694,2,1075,Capital Cities,Capital Cities
sampled,73,compressed,0.25,compressed@0.25,50,0.3501264452934265,0.10492134167953913,0.5504243969917297,3.059999942779541,0.923753346324461,2,806,Capital Cities,Capital Cities
sampled,73,compressed,0.75,compressed@0.75,50,0.4068792164325714,0.13580262519619277,0.9221176505088806,3.0799999237060547,0.9124999308511205,2,268,Capital Cities,Capital Cities
sampled,74,full,,full,50,19.429750442504883,4.708940030509785,1108.705810546875,14.979999542236328,0.4069585787037249,2,1077,Morgan Llywelyn,Robert Jordan
sampled,74,compressed,0.25,compressed@0.25,50,20.992753982543945,4.13985812473915,856.9212646484375,17.18000030517578,0.4287088834572724,2,807,Morgan Llywelyn,Robert Jordan
sampled,74,compressed,0.75,compressed@0.75,50,23.726675033569336,5.823487179490266,1695.650146484375,21.219999313354492,0.46069122186965356,2,269,Morgan Llywelyn,Robert Jordan
sampled,75,full,,full,50,1.4220592975616455,0.11293055478280556,0.6376655101776123,2.619999885559082,0.6864512870675836,1,1089,14,12
sampled,75,compressed,0.25,compressed@0.25,50,1.509013056755066,0.07039486617204502,0.24777185916900635,2.700000047683716,0.6788224970769102,2,816,14,12 points
sampled,75,compressed,0.75,compressed@0.75,50,1.5681686401367188,0.07776707100592105,0.3023858666419983,2.819999933242798,0.6801438510361789,2,272,14,12 points
sampled,76,full,,full,50,2.134120464324951,0.3913542996649084,7.657909393310547,5.159999847412109,0.750753265115163,4,1090,Big 12 Conference,Big 12 Conference
sampled,76,compressed,0.25,compressed@0.25,50,2.1590347290039062,0.5652335145175292,15.974446296691895,5.480000019073486,0.7610248986742986,4,817,Big 12 Conference,Big 12 Conference
sampled,76,compressed,0.75,compressed@0.75,50,2.066812038421631,0.26910680107104396,3.6209235191345215,5.119999885559082,0.7559306356363433,4,272,Big 12 Conference,Big 12 Conference
sampled,77,full,,full,50,20.93434715270996,5.817410140448024,1692.113037109375,22.15999984741211,0.5195409008683831,16,1076,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Ireland, the United Kingdom, France, Wales, Cornwall, and Brittany."
sampled,77,compressed,0.25,compressed@0.25,50,19.151994705200195,5.0061885529936845,1253.09619140625,19.920000076293945,0.5135421091043469,17,807,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Ireland, Scotland, Wales, Cornwall, Brittany, and the Isle of Man."
sampled,77,compressed,0.75,compressed@0.75,50,25.819122314453125,5.305331100500467,1407.326904296875,24.299999237060547,0.4787965434092295,16,269,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Ireland, Scotland, Wales, Cornwall, Brittany, and Isle of Man."
sampled,78,full,,full,50,17.207218170166016,4.292954887943953,921.4730834960938,8.559999465942383,0.24824057184732296,16,1079,coaxial,SR connector is based on the connector that is often used for fiber optic cable.
sampled,78,compressed,0.25,compressed@0.25,50,20.376041412353516,4.147314466634553,860.0108642578125,11.779999732971191,0.30151152737544906,16,809,coaxial,SR connector is based on the connector that is often used for fiber optic cable.
sampled,78,compressed,0.75,compressed@0.75,50,21.023393630981445,4.743143694784609,1124.87060546875,12.319999694824219,0.30641432802724317,16,269,coaxial,SR connector is based on the connector that is often used for fiber optic cable.
sampled,79,full,,full,50,3.7406420707702637,2.4453642915841165,298.9903259277344,6.599999904632568,0.6751294418284984,4,1075,Wicked Twister,Wicked Twister
sampled,79,compressed,0.25,compressed@0.25,50,2.9347448348999023,1.2030374232533445,72.36495208740234,6.87999963760376,0.7440328512485106,4,806,Wicked Twister,Wicked Twister
sampled,79,compressed,0.75,compressed@0.75,50,6.518912315368652,2.767111513461228,382.8453063964844,8.59999942779541,0.5913101257664067,4,268,Wicked Twister,Wicked Twister
sampled,80,full,,full,50,0.9373605251312256,0.1344414347166364,0.9037249684333801,7.299999713897705,0.9148419602658433,6,1078,Levni Yilmaz,Pamela B. Green
sampled,80,compressed,0.25,compressed@0.25,50,0.7274971008300781,0.1254693470485824,0.7871278524398804,7.199999809265137,0.9323598167644055,6,808,Levni Yilmaz,Pamela B. Green
sampled,80,compressed,0.75,compressed@0.75,50,0.8163090348243713,0.16254565991298897,1.3210545778274536,7.21999979019165,0.9246234153277706,6,269,Levni Yilmaz,Pamela B. Green
sampled,81,full,,full,50,1.156148910522461,0.0856503248701821,0.36679890751838684,6.819999694824219,0.8891364186199842,5,1091,Man Haron,Jorma Takala
sampled,81,compressed,0.25,compressed@0.25,50,61.97549819946289,10.822486807713142,5856.31103515625,25.8799991607666,0.19015849935574386,7,818,Man Haron,Jorma S. Aalto
sampled,81,compressed,0.75,compressed@0.75,50,56.14915084838867,11.853595841557954,7025.38671875,20.020000457763672,0.14312495719930696,6,272,Man Haron,Jock Palfreeman
sampled,82,full,,full,50,20.43958854675293,1.6866850969315337,142.24533081054688,16.559999465942383,0.4250561343430946,16,1085,Hawaii,"There is no information about a ""1920 Politics"" in the given passages."
sampled,82,compressed,0.25,compressed@0.25,50,29.294267654418945,5.877816811431775,1727.4365234375,23.600000381469727,0.42299645828019256,30,813,Hawaii,"There is no information about a ""1920 Politics"" being a Republican political strategy to reassert the authority of the white race in the provided passages."
sampled,82,compressed,0.75,compressed@0.75,50,26.96031951904297,4.243642418555374,900.425048828125,22.219999313354492,0.4312702927480559,21,271,Hawaii,"There is no information about a ""1920 Politics"" being a Republican political strategy in the provided passages."
sampled,83,full,,full,50,27.820024490356445,6.265683642181933,1962.9395751953125,17.139999389648438,0.324635945766481,12,1082,100 metres,There is no information about Harold Davis in the given passages.
sampled,83,compressed,0.25,compressed@0.25,50,32.30838394165039,3.9955437824140407,798.218505859375,24.459999084472656,0.40029455098564765,12,811,100 metres,There is no information about Harold Davis in the provided passages.
sampled,83,compressed,0.75,compressed@0.75,50,38.494449615478516,4.913945248998634,1207.3428955078125,24.119998931884766,0.3308030181496437,12,270,100 metres,There is no information about Harold Davis in the provided text.
sampled,84,full,,full,50,29.28740119934082,4.355896349525835,948.691650390625,27.619998931884766,0.47950927128258214,22,1081,due to the onset and progression of Alzheimer's disease,There is no information about the CEO of the football team stepping down in 2014 in the given passages.
sampled,84,compressed,0.25,compressed@0.25,50,28.390037536621094,4.0035895454013355,801.4364624023438,31.15999984741211,0.5317775615932633,18,810,due to the onset and progression of Alzheimer's disease,There is no information about the CEO of the football team stepping down in 2014.
sampled,84,compressed,0.75,compressed@0.75,50,39.1873779296875,6.506675133204554,2116.841064453125,36.21999740600586,0.4723975595566379,23,270,due to the onset and progression of Alzheimer's disease,"There is no information about the CEO of the football team based in Denver, Colorado stepping down in 2014."
sampled,85,full,,full,50,1.2522163391113281,0.29717963399816155,4.4157867431640625,2.0999999046325684,0.6614511307171508,1,1078,yes,Yes
sampled,85,compressed,0.25,compressed@0.25,50,1.8445379734039307,0.43268283044592293,9.360721588134766,2.3999998569488525,0.5870040910493886,1,808,yes,Yes
sampled,85,compressed,0.75,compressed@0.75,50,7.749226093292236,3.2409444153093707,525.18603515625,6.139999866485596,0.4169398083882805,1,269,yes,Yes
sampled,86,full,,full,50,4.801560401916504,3.1581730489059554,498.7028503417969,5.859999656677246,0.5666858332200098,4,1079,Leucippus,Leucippus
sampled,86,compressed,0.25,compressed@0.25,50,3.9017558097839355,1.5364990449673397,118.04146575927734,6.460000038146973,0.6579332067766505,4,809,Leucippus,Leucippus
sampled,86,compressed,0.75,compressed@0.75,50,5.576954364776611,2.0152086688489375,203.0532989501953,7.5,0.5972496807614457,4,269,Leucippus,Leucippus
sampled,87,full,,full,50,14.00698184967041,1.3088500215480192,85.6544189453125,14.579999923706055,0.513808139045876,15,1078,"Hollywood, Florida",No information is available about the Primetime Race Group in the given passages.
sampled,87,compressed,0.25,compressed@0.25,50,20.955883026123047,3.9060238997064682,762.8511352539062,17.68000030517578,0.43973690333455345,18,808,"Hollywood, Florida",No city in the provided text is mentioned as being home to the Primetime Race Group.
sampled,87,compressed,0.75,compressed@0.75,50,15.731053352355957,1.2967344497445485,84.07601165771484,17.940000534057617,0.5445474662910789,15,269,"Hollywood, Florida",No city in the provided text is home to the Primetime Race Group.
sampled,88,full,,full,50,26.787960052490234,4.1783409045748945,872.9266357421875,15.619999885559082,0.3046071573514451,7,1079,building,They are both skyscrapers.
sampled,88,compressed,0.25,compressed@0.25,50,36.140621185302734,7.754794383960157,3006.841796875,17.85999870300293,0.24595202344730507,7,809,building,They are both skyscrapers.
sampled,88,compressed,0.75,compressed@0.75,50,35.88539123535156,8.932061828918618,3989.08642578125,13.699999809265137,0.16273859362544185,7,269,building,They are both skyscrapers.
sampled,89,full,,full,50,0.3307816684246063,0.25612463326751383,3.279991388320923,3.0999999046325684,0.9287075267208651,2,1082,1895,1895
sampled,89,compressed,0.25,compressed@0.25,50,0.3580560088157654,0.160374621871776,1.2860009670257568,3.0,0.920601052283784,2,811,1895,1895
sampled,89,compressed,0.75,compressed@0.75,50,4.012928485870361,3.7475291338927574,702.19873046875,4.199999809265137,0.5156774235846033,2,270,1895,1895
sampled,90,full,,full,50,15.51542854309082,5.938208428131965,1763.115966796875,8.979999542236328,0.3019170004738727,4,1081,Pac-12 Conference,Big 12 Conference
sampled,90,compressed,0.25,compressed@0.25,50,13.626008033752441,4.962714494734711,1231.4267578125,9.960000038146973,0.3874083369031029,4,810,Pac-12 Conference,Big 12 Conference
sampled,90,compressed,0.75,compressed@0.75,50,17.495168685913086,5.253025077128178,1379.713623046875,9.479999542236328,0.2782624179501276,4,270,Pac-12 Conference,Big 12 Conference
sampled,91,full,,full,50,24.749929428100586,2.5706516920948883,330.4125061035156,18.899999618530273,0.40345506155864097,21,1080,7pm,"There is no information about the show's host being Gordon Burns, or the show's time on Monday."
sampled,91,compressed,0.25,compressed@0.25,50,39.381771087646484,5.403176962589926,1459.716064453125,23.979999542236328,0.3203507498169833,16,810,7pm,There is no information about a show hosted by Gordon Burns in the provided passages.
sampled,91,compressed,0.75,compressed@0.75,50,51.93189239501953,7.38128869856494,2724.171142578125,30.959999084472656,0.31264844360986477,16,270,7pm,There is no information about a show hosted by Gordon Burns that matches the question.
sampled,92,full,,full,50,0.33487290143966675,0.1497129873346336,1.1206989288330078,2.059999942779541,0.8934385027995047,1,1072,no,No
sampled,92,compressed,0.25,compressed@0.25,50,3.6635234355926514,2.252531060651377,253.69480895996094,4.339999675750732,0.5570466709193503,1,804,no,No
sampled,92,compressed,0.75,compressed@0.75,50,0.7291284203529358,0.10523316811008994,0.5537009835243225,2.180000066757202,0.7930795187044904,1,268,no,No
sampled,93,full,,full,50,5.809805393218994,1.2101780632717727,73.22654724121094,3.4600000381469727,0.31226991921984154,1,1077,poet,Writer
sampled,93,compressed,0.25,compressed@0.25,50,11.885380744934082,2.4527996649317005,300.8113098144531,7.919999599456787,0.3533869165323147,1,807,poet,Writer
sampled,93,compressed,0.75,compressed@0.75,50,10.65142822265625,2.874553824923585,413.1529846191406,6.039999961853027,0.2945365318697026,1,269,poet,Writer
sampled,94,full,,full,50,0.07505311071872711,1.1640588602926756e-06,6.775165151129414e-11,2.0,0.9743239568076233,1,1075,no,No
sampled,94,compressed,0.25,compressed@0.25,50,1.5999726057052612,0.7926823922991069,31.417268753051758,2.700000047683716,0.6631547906702747,1,806,no,No
sampled,94,compressed,0.75,compressed@0.75,50,2.08280086517334,1.1235796969726797,63.12156677246094,3.419999837875366,0.6556482205891232,1,268,no,No
sampled,95,full,,full,50,2.6364049911499023,1.0418026603935724,54.26763916015625,4.319999694824219,0.6550700169822097,3,1078,"43,000 marchers","17,000"
sampled,95,compressed,0.25,compressed@0.25,50,4.046126365661621,1.6593727930776285,137.6759033203125,5.87999963760376,0.6206635066155032,3,808,"43,000 marchers","17,000"
sampled,95,compressed,0.75,compressed@0.75,50,7.493300437927246,3.663167701241901,670.9398803710938,6.079999923706055,0.4255938625785803,3,269,"43,000 marchers","17,000"
sampled,96,full,,full,50,56.20606231689453,10.693105255256773,5717.125,21.719999313354492,0.16634424036074114,3,1090,"Indianapolis, Indiana",SkyWest Airlines
sampled,96,compressed,0.25,compressed@0.25,50,54.47907257080078,9.810835348448927,4812.62451171875,25.0,0.22080382834082346,3,817,"Indianapolis, Indiana",SkyWest Airlines
sampled,96,compressed,0.75,compressed@0.75,50,79.58134460449219,22.818497499287723,26034.19140625,25.299999237060547,0.11300763911198057,3,272,"Indianapolis, Indiana",SkyWest Airlines
sampled,97,full,,full,50,1.096334457397461,0.024954315256289026,0.031135892495512962,3.0,0.7762295064993057,2,1081,1909,2006
sampled,97,compressed,0.25,compressed@0.25,50,1.4409266710281372,0.37718435518459736,7.113401889801025,3.0,0.7168241302364127,2,810,1909,2006
sampled,97,compressed,0.75,compressed@0.75,50,14.586421966552734,5.72353326257588,1637.941650390625,7.119999885559082,0.2417093506779641,2,270,1909,2001
sampled,98,full,,full,50,28.726791381835938,11.696854545133064,6840.8203125,7.159999847412109,0.06197706310663235,4,1083,Bill McCutcheon,J.C. West
sampled,98,compressed,0.25,compressed@0.25,50,29.910001754760742,8.764617533458747,3840.926025390625,9.519999504089355,0.11329789174036996,4,812,Bill McCutcheon,J.C. West
sampled,98,compressed,0.75,compressed@0.75,50,27.157123565673828,6.584596356625628,2167.845458984375,9.84000015258789,0.1476373603971806,4,270,Bill McCutcheon,J.C. West
sampled,99,full,,full,50,1.311127781867981,0.1276730824909339,0.8150207996368408,5.779999732971191,0.854505256803577,5,1090,Lord Gort,Field Marshal Lord Gort
sampled,99,compressed,0.25,compressed@0.25,50,59.455482482910156,11.317346596458686,6404.11669921875,25.619998931884766,0.20017491979927415,5,817,Lord Gort,Field Marshal Lord Gort
sampled,99,compressed,0.75,compressed@0.75,50,92.21894073486328,16.70554326507372,13953.7587890625,37.87999725341797,0.18498724256476254,5,272,Lord Gort,Field Marshal Lord Gort
sampled,100,full,,full,50,1.74136221408844,0.1383540376810902,0.9570919871330261,4.21999979019165,0.7512447474393257,4,1078,Polk County,Polk County.
sampled,100,compressed,0.25,compressed@0.25,50,1.2715651988983154,0.11564723651584252,0.668714165687561,4.559999942779541,0.8242466242805289,4,808,Polk County,Polk County.
sampled,100,compressed,0.75,compressed@0.75,50,16.27330207824707,5.580265476925694,1556.9681396484375,9.15999984741211,0.29187824780577964,3,269,Polk County,Polk County
sampled,101,full,,full,50,1.0829854011535645,0.12777300609211412,0.8162970542907715,3.4600000381469727,0.8049652680764969,2,1083,King James II of England,James II
sampled,101,compressed,0.25,compressed@0.25,50,2.183504819869995,0.32940092965546675,5.425248622894287,3.859999895095825,0.6756393028786681,2,812,King James II of England,James II
sampled,101,compressed,0.75,compressed@0.75,50,3.2104177474975586,0.9789958355730304,47.9216423034668,4.71999979019165,0.6240903097737422,2,270,King James II of England,James II
sampled,102,full,,full,50,43.015193939208984,8.394701930849749,3523.551025390625,25.439998626708984,0.3097446106393314,37,1100,Tommy,"There is no information about The Who's fourth studio album reaching No.4 on the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100."
sampled,102,compressed,0.25,compressed@0.25,50,32.98868942260742,4.747192066846596,1126.7916259765625,30.479999542236328,0.47227330566277653,37,825,Tommy,"There is no information about The Who's fourth studio album reaching No.4 on the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100."
sampled,102,compressed,0.75,compressed@0.75,50,44.811180114746094,5.462784469495044,1492.1007080078125,34.97999954223633,0.4114954884551191,37,275,Tommy,"There is no information about The Who's fourth studio album reaching No.4 on the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100."
sampled,103,full,,full,50,0.1846623420715332,0.12286935262033097,0.7548438906669617,3.0,0.9582313277384655,2,1085,2006,2006
sampled,103,compressed,0.25,compressed@0.25,50,0.1938609629869461,0.1516706415151582,1.1501991748809814,3.0199999809265137,0.956480610159841,2,813,2006,2007
sampled,103,compressed,0.75,compressed@0.75,50,17.460765838623047,10.213415561009695,5215.69287109375,6.299999713897705,0.14644691764624707,2,271,2006,2000
sampled,104,full,,full,50,27.127216339111328,2.8707632675442345,412.0640869140625,20.0,0.39056624653354954,25,1082,West African descendants,No information is available about Migene González-Wippler or the religion she is an expert on in the given passages.
sampled,104,compressed,0.25,compressed@0.25,50,22.044931411743164,3.274718760288336,536.1891479492188,18.139999389648438,0.43069354769118406,27,811,West African descendants,No information is available about Migene González-Wippler being an expert on a religion that developed among the Ovambo people.
sampled,104,compressed,0.75,compressed@0.75,50,37.56026077270508,4.748331326963716,1127.33251953125,27.939998626708984,0.3938399489644015,27,270,West African descendants,No information is available about Migene González-Wippler being an expert on a religion that developed among the Ovambo people.
